"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","kingdom","supergroup","division","class","order","family","genus","species"
"78753","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"277","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA
"2771","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"2772","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota",NA,NA,NA,NA
"2773","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"2774","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"2775","Eukaryota","Opisthokonta","Fungi","Dikarya","Ascomycota","saccharomyceta","Pezizomycotina","leotiomyceta","Eurotiomycetes","Eurotiomycetidae",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"683","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"6831","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina",NA,NA,NA
"6832","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota",NA,NA,NA,NA
"6833","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"6834","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"6835","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"8989","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas",NA
"89891","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae",NA,NA
"89892","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida",NA,NA,NA
"89893","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"89894","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA
"89895","Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae","Cercomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"11095","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"110951","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA
"110952","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"5842","Eukaryota","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage","Rhogostoma",NA
"58421","Eukaryota","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA,NA,NA
"58422","Eukaryota","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"58423","Eukaryota","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA
"58424","Eukaryota","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"23458","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium",NA
"234581","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae",NA,NA
"234582","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"234583","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"234584","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"234585","Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"1994","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Pucciniomycotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"19941","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Pucciniomycotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota",NA,NA,NA,NA
"19942","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Pucciniomycotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"19943","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Pucciniomycotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"19944","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Pucciniomycotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7445","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Anthozoa",NA,NA
"74451","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"74452","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"74453","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"74454","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"11099","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"110991","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"110992","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"110993","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"110994","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"8510","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Aciculata","Phyllodocida",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"85101","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Aciculata","Phyllodocida",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"85102","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Aciculata","Phyllodocida",NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"85103","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Aciculata","Phyllodocida",NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"9360","Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"93601","Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"11351","Eukaryota","Opisthokonta","Choanoflagellata","Craspedida","Salpingoecidae","Monosiga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Monosiga",NA
"113511","Eukaryota","Opisthokonta","Choanoflagellata","Craspedida","Salpingoecidae","Monosiga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida",NA,NA,NA
"113512","Eukaryota","Opisthokonta","Choanoflagellata","Craspedida","Salpingoecidae","Monosiga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"113513","Eukaryota","Opisthokonta","Choanoflagellata","Craspedida","Salpingoecidae","Monosiga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"8472","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Spionida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"84721","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Spionida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"84722","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Spionida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"84723","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Spionida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"12397","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Capitellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"123971","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Capitellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"123972","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Capitellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"123973","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Capitellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"98","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"981","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"982","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"983","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"6536","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"65361","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"65362","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"65363","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"65364","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7275","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca",NA,NA
"72751","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea",NA,NA,NA
"72752","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA
"72753","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"72754","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"72755","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Crustacea","Multicrustacea","Malacostraca",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"17217","Eukaryota","Viridiplantae","Streptophyta","Streptophytina","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Streptophyta",NA,NA,NA,NA,NA
"172171","Eukaryota","Viridiplantae","Streptophyta","Streptophytina","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7860","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA
"78601","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae",NA,NA
"78602","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales",NA,NA,NA
"78603","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae",NA,NA,NA,NA
"78604","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
"78605","Eukaryota","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"2505","Eukaryota","Alveolata","Dinophyceae","Blastodiniales","Blastodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Blastodiniaceae","Blastodinium",NA
"25051","Eukaryota","Alveolata","Dinophyceae","Blastodiniales","Blastodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"25052","Eukaryota","Alveolata","Dinophyceae","Blastodiniales","Blastodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"25053","Eukaryota","Alveolata","Dinophyceae","Blastodiniales","Blastodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"13963","Eukaryota","Rhizaria","Polycystinea","Collodaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Collodaria",NA,NA,NA
"139631","Eukaryota","Rhizaria","Polycystinea","Collodaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Radiolaria","Polycystinea",NA,NA,NA,NA
"139632","Eukaryota","Rhizaria","Polycystinea","Collodaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA
"139633","Eukaryota","Rhizaria","Polycystinea","Collodaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7865","Eukaryota","Opisthokonta","Aphelida","Aphelidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"78651","Eukaryota","Opisthokonta","Aphelida","Aphelidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"5733","Eukaryota","Viridiplantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"15619","Eukaryota","Alveolata","Dinophyceae","Peridiniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"156191","Eukaryota","Alveolata","Dinophyceae","Peridiniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"156192","Eukaryota","Alveolata","Dinophyceae","Peridiniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"156193","Eukaryota","Alveolata","Dinophyceae","Peridiniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"10061","Eukaryota","unclassified eukaryotes","Telonemida","Telonema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14908","Eukaryota","Alveolata","Dinophyceae","Dinophysiales","Dinophysiaceae","Sinophysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Sinophysis",NA
"149081","Eukaryota","Alveolata","Dinophyceae","Dinophysiales","Dinophysiaceae","Sinophysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae",NA,NA
"149082","Eukaryota","Alveolata","Dinophyceae","Dinophysiales","Dinophysiaceae","Sinophysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales",NA,NA,NA
