"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA
"Eukaryota","Haptista","Haptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA
"Eukaryota","Alveolata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA
"Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Viridiplantae","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strobilidiidae","Rimostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae",NA,NA
"Eukaryota","Alveolata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA
"Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA
"Eukaryota","Viridiplantae","Streptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Streptophyta",NA,NA,NA,NA,NA
"Eukaryota","Viridiplantae","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcales-Clade-B","Prasinoderma",NA
"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae",NA,NA
"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella",NA
"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastix",NA
"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae",NA,NA,NA,NA
"Eukaryota","Rhodophyta","Florideophyceae","Rhodymeniophycidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae",NA,NA,NA,NA
"Eukaryota","Viridiplantae","Streptophyta","Streptophytina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Streptophyta",NA,NA,NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Dinophysiales","Dinophysiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae",NA,NA
"Eukaryota","Alveolata","Dinophyceae","Syndiniales","Syndiniaceae","Hematodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium",NA
"Eukaryota","Alveolata","Dinophyceae","Noctilucales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Noctilucophyceae","Noctilucales",NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo",NA
"Eukaryota","Alveolata","Dinophyceae","Syndiniales","Syndiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Peridiniales","Protoperidiniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae",NA,NA
"Eukaryota","Alveolata","Dinophyceae","Gonyaulacales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"Eukaryota","Rhodophyta","Florideophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae",NA,NA,NA,NA
"Eukaryota","Alveolata","Dinophyceae","Blastodiniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","Philasterida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida",NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnida","Tintinnidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae",NA,NA
"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Choreotrichida","Strombidinopsidae","Strombidinopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis",NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Tontoniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnida","Tintinnidae","Eutintinnus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus",NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea","Phyllopharyngia","Dysteriida","Plesiotrichopidae","Pithites",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","Pithitidae","Pithites",NA
"Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Phyllopharyngea","Phyllopharyngia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Cercomonadida","Cercomonadidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae",NA,NA
"Eukaryota","Opisthokonta","Fungi","Fungi incertae sedis","Chytridiomycota","Chytridiomycetes","Spizellomycetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Spizellomycetales",NA
"Archaea","TACK group","Crenarchaeota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Archaea",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Euglenozoa","Kinetoplastida","Bodonidae","Neobodo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Neobodonid","Neobodo",NA
"Eukaryota","Euglenozoa","Kinetoplastida","Trypanosomatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Euglenozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa",NA,NA,NA,NA
